지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),최고기온(°C),최저기온(°C),월합강수량(00~24h만)(mm),일최다강수량(mm),평균풍속(m/s),최대풍속(m/s),최대순간풍속(m/s),합계 일조시간(hr),일조율(%),합계 일사량(MJ/m2)
236,부여,2011-08,25.6,29.9,22.6,35.2,18,618.1,133,1.5,8.9,13.6,86.9,20.72,
236,부여,2011-09,20.7,26.3,16.3,33,9.9,104.2,67,1.2,5.6,10.5,181.6,48.67,
236,부여,2011-10,12.6,20,6.5,23.9,-1.3,26.6,7.5,1.1,6.6,12.8,190.3,54.36,
236,부여,2011-11,10.5,16.4,5.9,25.9,-2.9,81.6,41,1.2,6.1,10.4,127.2,41.23,
236,부여,2011-12,-.2,4.8,-4.9,10.8,-11.7,7,2,1.1,6.7,13.4,135.2,44.75,
236,부여,2012-01,-2,3.1,-6.7,8.7,-11.9,16,4.5,1.2,5.7,10.6,156.3,50.4,
236,부여,2012-02,-1.5,4.4,-7.2,13.1,-13.9,3.2,1.5,1.4,6.5,10.6,179.1,56.8,
236,부여,2012-03,4.9,10.5,-.5,20.3,-7.4,60.2,22,1.8,8.3,12.7,177.1,47.63,
236,부여,2012-04,11.7,19,4.9,28.8,-3,109.3,45.5,1.8,9.2,16.2,202.1,51.29,
236,부여,2012-05,18.5,25.7,12.5,29,7.7,19.5,17.5,1.4,5.8,9.5,230.2,52.62,
236,부여,2012-06,22.9,28.6,18,32.3,13.1,71.3,52,1.6,7.5,11.7,199.2,45.54,
236,부여,2012-07,25.2,29.7,21.6,34.6,18.9,302.9,86,1.4,8.3,15.1,148.5,33.36,
236,부여,2012-08,26.5,30.9,23,37.3,16.2,573.3,165,1.8,14.7,23,153.8,36.73,
236,부여,2012-09,19.7,25.1,15.6,30.8,10.9,186.2,90.5,1.2,7.5,16.7,155,41.66,
236,부여,2012-10,13.2,20.9,7.2,25.4,.5,83,57,1,5.8,11,207.6,59.47,
236,부여,2012-11,5.5,11.3,.7,17.8,-4.3,60.7,19.5,1.4,6.9,12,142.3,46.2,
236,부여,2012-12,-3.2,1.8,-7.8,9.8,-15,60.2,21,1.4,7.8,14,153.2,50.73,
236,부여,2013-01,-3.6,2.5,-9.2,12.7,-19.4,45.4,33,1,6,9.9,149.7,48.18,
236,부여,2013-02,-.3,5.2,-5.3,17.7,-13.6,58.7,36.5,1.4,6.1,10.8,151.4,49.69,
236,부여,2013-03,5.2,12.9,-1.5,25.3,-6.6,50.3,14.5,1.7,8.7,11.8,228.6,61.58,
236,부여,2013-04,9.3,15.9,2.4,24.6,-2.9,93.7,30.5,1.9,9.1,15.6,194.1,49.29,
236,부여,2013-05,17.3,24.2,11.2,31.4,4.7,159,90.5,1.4,6.3,10.3,223.7,51.19,
236,부여,2013-06,23.1,28.9,18.5,32.6,11.7,151.7,137,1.1,4.6,7.8,170.9,39.07,
236,부여,2013-07,26.1,29.8,23,32.4,20.8,240.4,62,1.9,7.4,13.4,100.8,22.64,
236,부여,2013-08,26.8,32,22.8,34.5,16.8,119.5,34,1.2,7.1,13.4,201.3,48.03,
236,부여,2013-09,20.7,26.6,16.4,30.8,7.4,184.8,85,1.1,5.3,9.3,163.9,43.99,
236,부여,2013-10,14.8,21.9,9.1,28.2,1,17.5,17,1.3,6.9,11.5,216.3,61.92,
236,부여,2013-11,6.1,12,1.2,21.6,-4.3,79.4,24,1.2,8.6,14,130.2,42.26,
236,부여,2013-12,.8,6.1,-3.5,13,-8.7,35.9,17,1.1,6.9,14.3,130.3,43.15,
236,부여,2014-01,-.8,6,-6.7,11.3,-11.4,2.2,1,.9,6.4,10.3,177,56.99,
236,부여,2014-02,2.6,8.4,-2.6,15.7,-8.9,15.3,11.5,1.4,6.2,10,133.5,43.87,
236,부여,2014-03,7.2,13.7,1.2,25.1,-7.4,69.3,32.5,1.5,6.9,11.8,194.5,52.43,
236,부여,2014-04,13.2,20.8,6.8,27.1,-1.5,94.1,35,1.4,7.6,11.7,209.2,53.12,
236,부여,2014-05,17.8,25.2,11.5,31.8,3.4,61.5,34.5,1.6,6.9,11.7,276.6,63.31,
236,부여,2014-06,22.4,28.1,17.9,31.6,15.4,77.8,43.5,1.4,5.4,9.9,174.8,39.96,
236,부여,2014-07,25.1,30,21.5,34.4,18.1,174.7,54,1.4,8.8,16.5,130.7,29.35,
236,부여,2014-08,23.8,27.9,20.7,31.4,17.1,225.1,37,1.3,5.6,12,98.3,23.45,
236,부여,2014-09,20.7,27.1,15.7,31.2,11.4,157.5,101,.9,5.4,9.9,179.4,48.12,
236,부여,2014-10,14.2,21.4,8.4,27.8,.6,170.5,75.5,1.1,6,12.1,205.9,58.9,
236,부여,2014-11,7.9,14.2,3.1,18.4,-3.2,42.4,20.5,1,6.8,11.9,129.9,42.16,
236,부여,2014-12,-1.6,3.4,-6.1,10,-10.4,51.7,15.5,1.2,7,12.3,141,46.67,
236,부여,2015-01,-.6,4.9,-5.5,10,-14.2,35.4,12,1.2,6.4,14.4,153.3,49.42,
236,부여,2015-02,1.2,6.8,-3.7,11.8,-12.2,35.6,20,1.4,6.7,12.3,156.5,51.46,
236,부여,2015-03,5.7,13.6,-1.5,21.8,-7.6,42.4,35.5,1.5,7.6,14.2,246,66.34,
236,부여,2015-04,12.3,18.8,6.4,25.9,.8,99.5,23,1.5,8.8,14.6,166.4,42.31,
236,부여,2015-05,17.8,25.3,11.1,31.6,3.5,53.5,29.5,1.4,8.2,16.8,256.8,58.79,
236,부여,2015-06,21.9,28.1,16.8,32.3,11.2,92.7,46,1.2,6.7,11.6,178.4,40.8,
236,부여,2015-07,24.5,29,21.1,33.3,13.7,119.9,29.5,1.5,6.8,11.5,136.6,30.68,
236,부여,2015-08,25.4,30.8,21.4,35.8,17.3,56.9,32,1.2,5.5,11.8,189.5,45.18,
236,부여,2015-09,20.6,27.3,15.1,30.7,10.6,22,8,1.2,4.9,8.7,201.1,53.9,
236,부여,2015-10,14,21.9,7.9,26.3,-1.5,104,60,1,6.9,10.8,207.1,59.15,
236,부여,2015-11,9.6,14.1,6,20.9,-1.6,130,29.5,1.1,4.7,13.5,61.6,19.97,
236,부여,2015-12,2.8,7.9,-1.5,14.1,-8.3,56.9,12.5,1,8.9,15.4,128.4,42.5,
236,부여,2016-01,-1.5,3.5,-6,12.6,-17.5,6.6,2,1.2,7.2,13.5,137.9,44.47,
236,부여,2016-02,.9,6.7,-4.5,17.8,-10.7,59.6,29.5,1.4,7,12.4,168.8,53.54,
236,부여,2016-03,6.2,13.8,-.1,22.7,-8.1,19,7,1.3,6.5,10.8,219.9,59.14,
236,부여,2016-04,13.5,21.4,7.1,27.8,.9,164.6,51,1.5,10.8,20.3,196.1,49.76,
236,부여,2016-05,18.6,26,11.9,31.6,7.7,121.6,29.5,1.5,7.8,16.1,254.6,58.19,
236,부여,2016-06,22.6,28.2,18,31.6,13.9,49.4,35,1.3,5.4,9.5,168,38.41,
236,부여,2016-07,26,30.9,22.1,34.3,18.5,341.1,157,1.3,7.4,12.2,158.1,35.51,
236,부여,2016-08,27.1,33,22.4,36.2,14.1,33.4,17.5,1.2,6.9,13.5,219.1,52.33,
236,부여,2016-09,21.9,27.3,17.8,31.7,12.7,133.7,95.5,1.1,6.4,10.6,132.3,35.55,
236,부여,2016-10,15.4,21.3,11.1,29.6,.1,120.1,32,1.1,5.1,9.7,124.7,35.72,
236,부여,2016-11,6.9,13,1.6,22,-4.8,17.1,9,1.1,4.9,9,157.8,51.23,
236,부여,2016-12,2.1,8.1,-3,16,-9,63.1,32.5,1.2,7.8,13.2,145.2,48.08,
236,부여,2017-01,-1.1,5.1,-6.5,12.7,-13.3,16,5.5,1.2,6.4,11.4,156.3,50.31,
236,부여,2017-02,.5,7,-5.6,13.9,-9.7,28.5,17.5,1.4,6.5,10.5,198.3,65.08,
236,부여,2017-03,5.5,13.1,-1.5,19.3,-5.3,8.8,2.5,1.3,7.1,12.3,236.7,63.75,
236,부여,2017-04,12.9,20.5,6.1,28.8,-1.4,78.4,31.5,1.6,10.3,17.5,241.4,61.28,
236,부여,2017-05,18.1,25.7,11.2,29,7.6,35.8,15.5,1.5,8.5,15.8,267.9,61.3,
236,부여,2017-06,21.9,28.6,16.1,33.4,9.5,51.4,21.5,1.4,5.8,9,238.1,54.44,
236,부여,2017-07,26.5,30.7,23.5,34.4,20.8,326.7,79.5,1.3,5.7,10.3,99.6,22.37,
236,부여,2017-08,25.5,30.6,21.7,36.5,14.5,358.5,107,1.3,7.1,12.3,167.7,40.01,
236,부여,2017-09,20.4,26.9,15.2,30.3,7.6,97.1,70.5,1.2,5.5,10.9,201.4,54.05,
236,부여,2017-10,15,21.6,9.5,28,-1.4,51.9,40.4,1.3,6.7,10.9,176,50.4,
236,부여,2017-11,5.6,12.5,-.5,20.8,-6.8,22.8,8,1.2,6.8,11.8,173.3,56.25,
236,부여,2017-12,-.7,4.7,-5.6,12.8,-12,36.1,17,1.2,6.1,11.2,157.2,52.05,
236,부여,2018-01,-2.9,2.9,-7.8,11.5,-16.6,25,9.5,1.2,5.8,11.2,170.4,54.84,
236,부여,2018-02,-.9,5.7,-7.4,13.1,-15.2,43.1,35.5,1.5,8.3,18.7,184.9,60.76,
236,부여,2018-03,7.8,14.7,1.9,23.4,-6.8,99.3,19.5,1.4,6.6,12.7,183.1,49.35,
236,부여,2018-04,12.6,19.7,6,28.8,-2,156.5,55,1.7,9,14.5,216.6,55,
236,부여,2018-05,18.2,24.4,12.4,29.7,5.1,116.1,34,1.6,8.1,13.8,201.8,46.19,
236,부여,2018-06,22.5,28.9,17.5,34.6,13.3,107.1,41,1.3,7,13.1,206.8,47.28,
236,부여,2018-07,27.4,32.6,22.8,37.3,18.5,278.8,187,1.3,6,10.5,249.3,55.98,
236,부여,2018-08,27.9,33.6,23.4,39.3,19.2,277,88,1.5,6.8,11.5,205.5,49.02,
236,부여,2018-09,20.4,26.2,15.7,30.6,8.3,98.3,57.5,1.4,6.2,10.8,183.1,49.13,
236,부여,2018-10,12,19.6,6.2,25.7,.7,159.2,66,1.1,7.3,15.1,202.8,58.03,
236,부여,2018-11,6.9,14.6,1.2,20.1,-4.7,66,53.5,.8,7.4,13.5,162.9,52.87,
236,부여,2018-12,.1,6,-4.9,14.9,-12.3,31.5,17.5,1.3,6.3,11.7,176.8,58.52,
238,금산,2010-01,-3.5,3,-9.4,13.2,-17,33.6,13,1.2,5.8,12,168.8,54.28,
238,금산,2010-02,.9,6.6,-4.1,21.8,-12.9,74.5,35.5,1.1,5.4,10.3,127.3,41.78,
238,금산,2010-03,4.5,9.6,-.7,22.1,-6.7,83.8,24,1.7,8.6,15.4,124.3,33.51,
238,금산,2010-04,9,15.7,2.3,24.8,-4,73.7,26.5,1.7,6.9,13.7,175.3,44.56,
238,금산,2010-05,16.8,24,9.4,31.1,0,114.5,50.5,1.5,7.2,13.4,219.5,50.27,
238,금산,2010-06,22.5,29.3,16.4,32.2,7.7,62.5,51.5,1.2,7.5,13.9,204.5,46.79,
238,금산,2010-07,25.2,30.3,21.4,34.1,18,278.5,87,1.3,6.1,12.1,118.2,26.56,
238,금산,2010-08,26.5,31.7,23.2,34.7,20.4,495.6,94.5,1.2,5.2,9.8,108.1,25.8,
238,금산,2010-09,21,27.1,16.8,34,6.3,110.3,26.5,1.1,6.2,14.4,125.2,33.59,
238,금산,2010-10,12.7,20.4,7,24.7,-5.1,20.2,11.5,.9,4.6,9.5,159,45.45,
238,금산,2010-11,4.9,13.6,-2,18.6,-7,20,7,1.2,7.2,13.1,186,60.23,
238,금산,2010-12,-1.2,5.7,-6.9,17,-15,36.5,14.5,1.3,6.3,11.7,161.7,53.47,
238,금산,2011-01,-7.3,-.4,-13.9,3,-18.3,2.2,1.5,1.2,5.6,10.5,193.9,62.39,
238,금산,2011-02,0,7.8,-6.2,16.9,-13.6,63.5,54,.9,4.7,8.9,165.6,54.44,
238,금산,2011-03,3.2,10.5,-3.6,20.4,-8.2,21.5,16.5,1.8,6.6,12,245.8,66.31,
238,금산,2011-04,10.4,18.3,2.8,25.7,-2.9,132.9,79.5,1.7,6.8,14,213.1,54.21,
238,금산,2011-05,17.3,23.6,10.8,28.1,4.6,130.6,71.5,1.5,6.8,13.4,173.6,39.79,
238,금산,2011-06,22.4,28.9,16.5,32.9,9.9,237.8,114.5,1.5,6.8,13.4,188.2,43.06,
238,금산,2011-07,25,29.7,21.6,32.9,16.8,571.2,188,1.2,5.4,11.5,105.3,23.65,
238,금산,2011-08,24.7,29.4,21.2,34,14.5,403,128.5,1.1,8.3,15.2,86.9,20.73,
238,금산,2011-09,19.9,26.3,15.2,32.6,6,77.8,29,1.1,4.7,8,146.8,39.36,
238,금산,2011-10,11.6,19.9,5.7,25.1,-2.4,52.2,34,.9,4.6,11.8,173.3,49.49,
238,금산,2011-11,9.7,16.3,4.7,26.3,-5,98,45,1,5.4,10.6,122.2,39.57,
238,금산,2011-12,-1.3,4.6,-6.6,11,-13.2,7.8,6,.9,5.1,10.4,139.4,46.11,
238,금산,2012-01,-3.2,3,-8.7,9,-13.9,23.7,12,1,5.6,10.5,158.6,51.03,
238,금산,2012-02,-2.4,4.2,-8.3,14,-15.8,1.1,.5,1,5.2,9.8,181.4,57.51,
238,금산,2012-03,4.5,10.6,-1.2,21.3,-8.1,83.6,21.5,1.5,5.9,12.8,184.4,49.61,
238,금산,2012-04,12,19.7,4.3,30.5,-2.8,75.9,38.5,1.8,8.7,15.2,202.9,51.52,
238,금산,2012-05,18.3,25.7,11.2,29.8,7.5,21.7,18,1.2,6.8,11.5,242.1,55.4,
238,금산,2012-06,22.1,28.3,17,32.1,12.5,115.7,52.5,1.4,7.7,13.9,170.1,38.9,
238,금산,2012-07,25.4,30.5,21.3,34.7,17.6,239.2,49,1.1,7.6,13.8,153.2,34.46,
238,금산,2012-08,25.9,30.9,21.9,36.3,17,497.5,137.5,1.5,9.5,17.6,145.1,34.68,
238,금산,2012-09,18.9,25,14.5,29.4,8.2,219.5,55,1,4.7,11.1,136.2,36.59,
238,금산,2012-10,11.9,20.6,5.5,25,-1.1,46.6,30,.9,4.8,9.1,187.5,53.69,
238,금산,2012-11,4.6,11.2,-.7,18.4,-6.9,47.3,15,1.3,7,14.5,138.4,44.94,
238,금산,2012-12,-4.3,2,-9.9,9.5,-18.5,62.7,16,1.1,7.2,13.7,150.7,49.85,
238,금산,2013-01,-4.6,2.6,-10.8,13.5,-22,37,28.5,.9,4.8,9.5,152.4,48.99,
238,금산,2013-02,-.8,5.2,-6.3,19.7,-14.7,43.8,23,1.2,6,9.9,152,49.85,
238,금산,2013-03,5.6,14.2,-2.2,27.1,-6.7,64.6,19.5,1.5,7.6,14.6,236,63.54,
238,금산,2013-04,9.4,16.6,2,28.4,-3.2,86.4,26,1.8,8,16.8,203.5,51.69,
238,금산,2013-05,17.5,24.7,10.3,31.6,2.8,79.5,33.5,1.3,6.1,12.4,237.6,54.41,
238,금산,2013-06,22.8,28.9,17.9,31.9,10.6,117.7,81,1.2,5.1,8.9,169.3,38.71,
238,금산,2013-07,26.4,30.9,22.5,34.5,20.1,216.9,81.5,1.5,7,12.4,112.9,25.39,
238,금산,2013-08,26.6,32.4,22.4,35.3,18,159.5,53.5,1.1,5.9,12.2,201.1,48.04,
238,금산,2013-09,19.8,26.3,15.3,30.9,6.2,80.8,37,.9,4.9,8.3,146.5,39.34,
238,금산,2013-10,13.6,21.4,8,27.6,.5,32.6,12.5,1,4.7,9,180.1,51.55,
238,금산,2013-11,5.4,12.2,.2,21.9,-6.1,53.9,14.5,1.3,7.8,15.6,136.2,44.13,
238,금산,2013-12,0,5.9,-4.7,12.8,-10.6,24.1,13,1.3,7.3,16,138.1,45.68,
238,금산,2014-01,-1.5,5.9,-7.8,13.2,-13.9,4.1,2.5,1.1,5.5,12.2,180.9,58.17,
238,금산,2014-02,1.4,8.1,-4.5,18.3,-11.5,2.7,1,1.2,4.5,9.8,140.5,46.1,
238,금산,2014-03,6.8,13.7,.3,26.4,-9.1,97.9,34,1.4,8,12.1,190.2,51.27,
238,금산,2014-04,12.5,20.3,5.3,26.2,-2.6,88.7,28,1.3,5.9,10.3,201.3,51.16,
238,금산,2014-05,17.8,25.7,10.2,35,2.7,26,10,1.6,6.5,11.4,281.7,64.52,
238,금산,2014-06,21.8,27.7,16.8,31.3,14,45.6,14.5,1.4,5.4,10.4,145.7,33.33,
238,금산,2014-07,24.9,30.2,20.5,35.5,15.7,105.8,46.5,1.3,7.4,13.6,134.1,30.13,
238,금산,2014-08,23.2,27.8,19.9,32.2,14.4,426.4,154,1.2,6,12.1,92.3,22.03,
238,금산,2014-09,19.8,27,14.5,31.5,9.3,91.2,55.5,.9,5,9.4,157.2,42.18,
238,금산,2014-10,13.2,21.1,7.2,26.6,.2,141.2,48.5,1.1,5.8,12.6,180.1,51.5,
238,금산,2014-11,6.8,13.7,1.6,18.1,-4.6,70.1,42,1,5.9,11.6,135.3,43.81,
238,금산,2014-12,-2.1,3.2,-7.1,9.7,-12.6,31.3,7,1.3,7.4,14.1,144.8,47.88,
238,금산,2015-01,-1,4.5,-5.8,10,-13.2,37.6,15,1,5.7,10.2,153.7,49.45,
238,금산,2015-02,1,6.4,-3.9,11.7,-12.2,23.4,16,1.5,6.6,10.5,148.6,48.83,
238,금산,2015-03,5.8,13.3,-1.5,23.5,-8.6,46.6,38.5,1.5,6.9,13.6,241.4,65.1,
238,금산,2015-04,12.4,18.8,5.9,27.2,-.2,93.5,18,1.4,7.8,14.2,158.6,40.34,
238,금산,2015-05,18.3,25.8,10.4,32.3,2.1,29.5,13,1.5,7.5,15.9,264.3,60.56,
238,금산,2015-06,21.8,28.2,16,33.7,9.6,143.7,49.5,1.3,5.2,10.3,170.1,38.92,
238,금산,2015-07,24.4,29.3,20.4,34.2,13,162.3,77.5,1.4,8.8,16.2,147.9,33.22,
238,금산,2015-08,24.5,30.4,20.1,35.7,16.6,83.6,21.5,1.1,5.3,8.7,169.7,40.48,
238,금산,2015-09,19.4,26.6,13.4,30.7,8.8,18.6,14,1.1,4.3,7.4,185.7,49.79,
238,금산,2015-10,13.3,21.7,7.2,26.4,-2.8,93.5,43.5,1,6.2,11.8,210.1,60.01,
238,금산,2015-11,9,13.5,5.3,21.2,-1.8,109.6,24.5,1,4.7,8.5,50.4,16.32,
238,금산,2015-12,1.9,7.5,-2.5,13.6,-10,35.7,12,1,6,12.4,121.7,40.26,
238,금산,2016-01,-2.3,2.9,-6.8,15.1,-17.4,11.1,5,1.2,6.3,11.1,144.5,46.49,
238,금산,2016-02,.3,6.5,-5.3,18.5,-12.1,46,22.5,1.5,6.4,12.8,167,52.95,
238,금산,2016-03,5.9,13.3,-1,21.1,-9.7,54.5,32,1.3,5.6,9.9,225.6,60.69,
238,금산,2016-04,13.5,21.2,6.7,28.7,.5,171.7,36.5,1.5,8.8,19.5,193.8,49.21,
238,금산,2016-05,18.1,25.9,10.6,30.1,5.1,70.5,22,1.5,7.8,17.2,266.5,60.98,
238,금산,2016-06,22.3,28.2,17,32.4,11.2,87.4,32.5,1.2,5.4,9.6,177.4,40.57,
238,금산,2016-07,25.8,30.9,21.6,34.9,17.9,377.9,151.5,1.3,4.9,8.9,166.5,37.45,
238,금산,2016-08,26.2,32.6,21.4,35.7,14.2,105.6,23,1.2,5.8,13.2,216.1,51.65,
238,금산,2016-09,21,26.4,16.9,31.1,8.9,160.9,100,1,5.2,10.8,111.3,29.91,
238,금산,2016-10,14.6,20.5,10.4,27.9,-.3,157.2,44.5,1,4.7,9.4,106.2,30.4,
238,금산,2016-11,5.7,12.5,-.1,20.4,-6.2,33.2,10.5,1,5,8.4,154,50,
238,금산,2016-12,1,7.1,-4.2,15.6,-10.4,49.6,15.5,1.1,6.4,12.4,141.2,46.72,
238,금산,2017-01,-2,4.9,-7.7,13.4,-15,13.6,6.5,1.2,5.8,11.3,176.9,56.86,
238,금산,2017-02,.1,6.8,-6,15.5,-11.1,54.6,21.5,1.5,5.6,13.8,199.5,65.43,
238,금산,2017-03,4.9,12.3,-2,18.7,-6.4,29.8,8,1.3,6.5,12.1,219.6,59.11,
238,금산,2017-04,13,20.5,5.7,28.6,-2,76.1,28,1.6,6.1,12.8,236.3,60.02,
238,금산,2017-05,17.5,25.5,9.7,31.6,5.3,31.8,13.5,1.4,6.7,14.1,271.6,62.18,
238,금산,2017-06,21.7,28.6,15.3,34.3,8.2,48.3,27,1.4,5,11.5,234.9,53.72,
238,금산,2017-07,26.1,30.7,22.7,33.9,19.1,305.5,60,1.2,6.6,15.4,109.2,24.56,
238,금산,2017-08,24.6,30,20.7,36,14.3,222.3,88.5,1.2,6.1,13.9,157.3,37.58,
238,금산,2017-09,19.1,25.8,13.6,29.2,5.1,105.6,56.5,1.1,4.7,9.9,173.5,46.6,
238,금산,2017-10,13.6,20.6,8.7,27.8,-3.1,35.1,14.5,1,5.5,10.8,139.8,40.01,
238,금산,2017-11,4.8,12.2,-1.5,21.8,-7.2,15.6,6.5,1.2,7.6,14.9,170.2,55.19,
238,금산,2017-12,-1.8,4.1,-7.1,11.7,-14.5,29.3,21.5,1.2,5.2,11.1,161.2,53.34,
238,금산,2018-01,-3.9,2,-8.9,9.6,-17.5,25.7,9.5,1.2,4.9,10.7,174.7,56.17,
238,금산,2018-02,-1.8,5,-8.5,12.9,-16,28.1,18.5,1.4,6.7,11.9,184.4,60.5,
238,금산,2018-03,7.2,14.5,.5,24,-7.3,91.5,22.5,1.4,7,12,194.4,52.4,
238,금산,2018-04,12.5,20,5.1,30.5,-2.6,142.4,27,1.6,7.4,15.3,217.1,55.17,
238,금산,2018-05,17.9,24.4,11.7,30.8,5.9,110.4,25.5,1.6,6,12.2,209.8,48.05,
238,금산,2018-06,22.2,28.7,16.3,33.7,12.2,104.3,83.5,1.4,5.2,11.2,211.6,48.41,
238,금산,2018-07,26.8,32.2,22.2,36.9,16.6,163.5,76.5,1.3,4.8,9.9,227,51,
238,금산,2018-08,27.2,33.2,22.2,38.8,16.3,410.4,168.5,1.5,7.2,13.3,193.2,46.12,
238,금산,2018-09,19.5,25.5,14.4,31.2,5.8,135.2,51,1.1,5.2,10.8,155.3,41.67,
238,금산,2018-10,11,18.6,5.3,24.3,-.1,112.6,53.5,1.1,6.3,14.2,172.3,49.27,
238,금산,2018-11,5.8,14.1,-.1,20.1,-5.7,45.5,36.5,.8,5.8,13.1,151.2,48.96,
238,금산,2018-12,-.9,5.4,-6.4,16.4,-14.4,27.6,15.5,1,4.7,9.3,174.5,57.72,
243,부안,2010-01,-1.3,3.2,-5.6,12.5,-12,34.7,9.5,1.5,8.2,12.2,140.8,45.14,
243,부안,2010-02,2.5,6.9,-1.3,20.5,-8.5,93.1,46,1.9,7.7,11.6,121.3,39.78,
243,부안,2010-03,5.5,10.1,1,20.2,-3.4,68.5,24,2.6,9.4,14.5,125.7,33.9,
243,부안,2010-04,9.1,14.7,4,21.6,-1.6,79.1,33,2.2,8.6,15.3,194.5,49.5,
243,부안,2010-05,16.7,22.5,11.7,29.7,3.6,119,46,2.3,9.1,13.9,214,49.13,
243,부안,2010-06,21.9,27.3,17.9,32.7,12.5,21.8,5,1.8,5.7,8.5,188.3,43.13,
243,부안,2010-07,25.7,30.2,22.6,34,19.7,266.6,80,2.1,7.8,13.4,153.6,34.6,
243,부안,2010-08,27.2,31.8,24.1,34.6,21.6,362.6,59,1.9,7.7,12,147,35.14,
243,부안,2010-09,22.6,27.7,18.9,34.2,7.7,116.5,30.5,1.7,13,19.5,175.7,47.16,
243,부안,2010-10,14.3,20.2,8.8,24.5,-2.1,32.3,11.5,1.4,6,11.3,184.8,52.77,
243,부안,2010-11,7.7,13.5,2.1,18.9,-3.3,11.7,5,1.8,9.1,17.6,193.3,62.5,
243,부안,2010-12,1.6,6.6,-3.3,18.1,-11.5,47.7,13,2,9.3,13.9,133.3,43.88,
243,부안,2011-01,-5.1,-.4,-10.4,3.6,-17,5.8,1.5,1.3,6.3,11.1,158.2,50.77,
243,부안,2011-02,1.1,6.6,-3.3,14.9,-8.5,61.5,50.5,1.3,6,10.7,151.8,49.79,
243,부안,2011-03,4,9.1,-.6,16.9,-4.5,22,17.5,2.2,6.6,12.4,240.6,64.9,
243,부안,2011-04,10.3,16.4,4.5,24.5,-1.6,68.3,21,2.3,12.9,17.8,225.8,57.5,
243,부안,2011-05,17.6,23,12.6,28.4,5.4,100.5,53,2.2,9.3,13.1,187.8,43.11,
243,부안,2011-06,21.9,26.9,18.1,31.3,13.7,107.1,50,2.5,11.5,18.2,176.1,40.33,
243,부안,2011-07,26.1,29.9,23.2,34.9,18.1,364.8,114.5,2.2,8.9,15.6,118.3,26.64,
243,부안,2011-08,25.8,29.8,23,35.4,17.5,348.1,217.5,1.9,10.7,17.2,96.6,23.09,
243,부안,2011-09,21.3,26.5,16.9,31.6,11,29.3,13.5,1.7,6.1,10.1,206.3,55.32,
243,부안,2011-10,14,20.1,8.4,24.9,.1,17,6,1.4,6.7,12.5,197.5,56.33,
243,부안,2011-11,11.7,16.8,7.3,26.8,-1.5,86.9,35,1.6,7.8,12.6,116.4,37.57,
243,부안,2011-12,1.1,5.3,-2.9,10.8,-11.8,26.4,5.5,1.4,6.1,10.9,114.3,37.59,
243,부안,2012-01,-.9,3.3,-4.9,8.6,-12.2,19.4,6,1.5,6.2,11.9,122.6,39.37,
243,부안,2012-02,-.8,4.1,-5.2,14,-10.8,5.9,1.5,1.7,6.9,11.9,141.8,44.86,
243,부안,2012-03,5,9.5,.7,21.1,-4.4,67,24,2.3,7.6,13,179.7,48.35,
243,부안,2012-04,12,18.2,6,28.6,-1.1,73.4,44,2.6,10.5,16.9,214.3,54.46,
243,부안,2012-05,18,24.3,13.1,29.1,8.7,25.8,20,1.7,6.1,10,235.5,53.99,
243,부안,2012-06,22.8,27.9,18.8,32.2,13.7,50.1,41,1.8,7.6,10.8,187.7,42.98,
243,부안,2012-07,25.7,29.7,22.5,34.5,19.8,238.5,54.5,1.9,12.5,17.8,164.5,37.09,
243,부안,2012-08,27,31.5,23.5,36.1,17.8,631.8,165,2.2,15.9,24,152.9,36.6,
243,부안,2012-09,20.5,25.1,16.6,30.7,13.3,219.8,114.5,1.4,6.6,13.4,162.5,43.66,
243,부안,2012-10,14.8,21.1,9.3,25.1,4,45,28,1.5,8.3,12.5,213.4,61.04,
243,부안,2012-11,7.2,11.9,2.8,18.4,-2.5,58,14.5,1.9,7.5,13.7,127.3,41.2,
243,부안,2012-12,-1.4,2.9,-5.6,10.5,-12.6,69,13,1.7,9,19.2,121,39.84,
243,부안,2013-01,-1.7,3,-6.8,13.5,-15.8,20.8,11,1.3,6,10.7,131.7,42.21,
243,부안,2013-02,.6,5.2,-3.6,20.1,-11.1,44.9,22.5,1.8,6.9,11.6,142.5,46.68,
243,부안,2013-03,5.3,12,-.3,26.3,-4.6,57,20,2.3,9.7,14.2,227.2,61.17,
243,부안,2013-04,9.5,15.5,3.8,25.4,-.6,77.8,28.5,2.6,11.3,18.1,212.1,53.93,
243,부안,2013-05,17,23.1,11.9,28.9,5.2,133.3,92.5,1.9,6.7,12.5,230.2,52.8,
243,부안,2013-06,22.4,27.4,18.9,31.4,13.9,69.4,45,1.6,7.4,10.9,175.4,40.17,
243,부안,2013-07,26.7,30.4,23.9,33.8,21.6,334.5,60,3,10,14.9,126,28.41,
243,부안,2013-08,27.7,32.5,24.1,36.2,20.3,242,119.5,1.7,8,12.7,248.2,59.35,
243,부안,2013-09,21.5,26.8,17,31,9.2,62,24,1.4,6.5,9.8,184.3,49.49,
243,부안,2013-10,15.5,21.8,10,28.5,3.6,15.5,11.5,1.6,7.4,12.1,214.8,61.41,
243,부안,2013-11,8,13,3.3,22.6,-1.8,77,24.5,1.9,7.4,14.6,129.1,41.77,
